2022 年 2 月 21 日,-0.010573593073593077
2022 年 2 月 22 日,0
2022 年 2 月 23 日,0
2022 年 2 月 24 日,0
2022 年 2 月 25 日,0.07266314819153345
2022 年 2 月 26 日,0
2022 年 2 月 27 日,0.08098205669065539
2022 年 2 月 28 日,-0.04442307692307691
2022 年 3 月 1 日,0.027583108715184188
2022 年 3 月 2 日,0.0038707176784998493
2022 年 3 月 3 日,-0.0036655106257379045
2022 年 3 月 4 日,0
2022 年 3 月 5 日,0.06908233276157806
2022 年 3 月 6 日,0
2022 年 3 月 7 日,0
2022 年 3 月 8 日,0
2022 年 3 月 9 日,-0.023684210526315787
2022 年 3 月 10 日,0
2022 年 3 月 11 日,0.008512011832936598
2022 年 3 月 12 日,0
2022 年 3 月 13 日,0
2022 年 3 月 14 日,0
2022 年 3 月 15 日,0.039238124390246036
2022 年 3 月 16 日,0.030269640474670914
2022 年 3 月 17 日,0.02723898183137313
2022 年 3 月 18 日,0
2022 年 3 月 19 日,0
2022 年 3 月 20 日,0
2022 年 3 月 21 日,0
2022 年 3 月 22 日,0
2022 年 3 月 23 日,0.05615924080128626
2022 年 3 月 24 日,0.00935412072204525
2022 年 3 月 25 日,0
2022 年 3 月 26 日,0
2022 年 3 月 27 日,0
2022 年 3 月 28 日,0
2022 年 3 月 29 日,0
2022 年 3 月 30 日,0.04361853832442068
2022 年 3 月 31 日,0
2022 年 4 月 1 日,0
2022 年 4 月 2 日,0
2022 年 4 月 3 日,0
2022 年 4 月 4 日,0
2022 年 4 月 5 日,0
2022 年 4 月 6 日,0.016834700387331966
2022 年 4 月 7 日,0.006481481481481477
2022 年 4 月 8 日,0
2022 年 4 月 9 日,0.09420135420135418
2022 年 4 月 10 日,0.03687835497835498
2022 年 4 月 11 日,0.029702703758826214
2022 年 4 月 12 日,0
2022 年 4 月 13 日,0
2022 年 4 月 14 日,0
2022 年 4 月 15 日,0
2022 年 4 月 16 日,0
2022 年 4 月 17 日,0
2022 年 4 月 18 日,0.04082114986898377
2022 年 4 月 19 日,0
2022 年 4 月 20 日,0.017043978748524202
2022 年 4 月 21 日,0
2022 年 4 月 22 日,0
2022 年 4 月 23 日,0
2022 年 4 月 24 日,0
2022 年 4 月 25 日,0
2022 年 4 月 26 日,0.13878303713830029
2022 年 4 月 27 日,0
2022 年 4 月 28 日,0.014873737373737376
2022 年 4 月 29 日,0.06513870257934318
2022 年 4 月 30 日,0
2022 年 5 月 1 日,0
2022 年 5 月 2 日,0.04364098545133028
2022 年 5 月 3 日,0.059689754689754695
2022 年 5 月 4 日,0.06539532227032226
2022 年 5 月 5 日,0.08193811693242217
2022 年 5 月 6 日,0.036428880462971366
2022 年 5 月 7 日,0
2022 年 5 月 8 日,0
2022 年 5 月 9 日,0
2022 年 5 月 10 日,0
2022 年 5 月 11 日,0
2022 年 5 月 12 日,0.041726015919564305
2022 年 5 月 13 日,0
2022 年 5 月 14 日,0
2022 年 5 月 15 日,0
2022 年 5 月 16 日,-0.017307692307692312
2022 年 5 月 17 日,0
2022 年 5 月 18 日,0
2022 年 5 月 19 日,0.005024891774891773
2022 年 5 月 20 日,0
2022 年 5 月 21 日,0
2022 年 5 月 22 日,0
2022 年 5 月 23 日,0
2022 年 5 月 24 日,0
2022 年 5 月 25 日,0
2022 年 5 月 26 日,0
2022 年 5 月 27 日,0
2022 年 5 月 28 日,0
2022 年 5 月 29 日,0
2022 年 5 月 30 日,0
2022 年 5 月 31 日,0.05988235294117648
2022 年 6 月 1 日,0.05708571190714047
2022 年 6 月 2 日,0
2022 年 6 月 3 日,0
2022 年 6 月 4 日,0
2022 年 6 月 5 日,0
2022 年 6 月 6 日,0
2022 年 6 月 7 日,0
2022 年 6 月 8 日,0.04465906815394577
2022 年 6 月 9 日,0.04038461538461539
2022 年 6 月 10 日,0.04317861715749039
2022 年 6 月 11 日,0.08231103534600395
2022 年 6 月 12 日,0
2022 年 6 月 13 日,0
2022 年 6 月 14 日,0
2022 年 6 月 15 日,0
2022 年 6 月 16 日,0
2022 年 6 月 17 日,0
2022 年 6 月 18 日,0
2022 年 6 月 19 日,0
2022 年 6 月 20 日,0
2022 年 6 月 21 日,0
2022 年 6 月 22 日,0
2022 年 6 月 23 日,0
2022 年 6 月 24 日,0
2022 年 6 月 25 日,0
2022 年 6 月 26 日,0
2022 年 6 月 27 日,0
2022 年 6 月 28 日,0
2022 年 6 月 29 日,0
2022 年 6 月 30 日,0
2022 年 7 月 1 日,0
2022 年 7 月 2 日,0
2022 年 7 月 3 日,0
2022 年 7 月 4 日,0
2022 年 7 月 5 日,0
2022 年 7 月 6 日,0
2022 年 7 月 7 日,0
2022 年 7 月 8 日,0
2022 年 7 月 9 日,0
2022 年 7 月 10 日,0.05111011101110112
2022 年 7 月 11 日,0
2022 年 7 月 12 日,0
2022 年 7 月 13 日,0
2022 年 7 月 14 日,0
2022 年 7 月 15 日,0
2022 年 7 月 16 日,0
2022 年 7 月 17 日,0
2022 年 7 月 18 日,-0.018589743589743583
2022 年 7 月 19 日,0
2022 年 7 月 20 日,0
2022 年 7 月 21 日,0
2022 年 7 月 22 日,0.03740372916843505
2022 年 7 月 23 日,0
2022 年 7 月 24 日,0
2022 年 7 月 25 日,0.050332925669248546
2022 年 7 月 26 日,0
2022 年 7 月 27 日,0
2022 年 7 月 28 日,0.12162472943722945
2022 年 7 月 29 日,0
2022 年 7 月 30 日,0
2022 年 7 月 31 日,0
2022 年 8 月 1 日,0
2022 年 8 月 2 日,0
2022 年 8 月 3 日,0
2022 年 8 月 4 日,0
2022 年 8 月 5 日,0
2022 年 8 月 6 日,0
2022 年 8 月 7 日,0
2022 年 8 月 8 日,-0.0003260869565217406
2022 年 8 月 9 日,0.05320887445887445
2022 年 8 月 10 日,0
2022 年 8 月 11 日,0
2022 年 8 月 12 日,0
2022 年 8 月 13 日,0
2022 年 8 月 14 日,0
2022 年 8 月 15 日,0
2022 年 8 月 16 日,0
2022 年 8 月 17 日,0
2022 年 8 月 18 日,0.15324021216878364
2022 年 8 月 19 日,0
2022 年 8 月 20 日,0
2022 年 8 月 21 日,0
2022 年 8 月 22 日,0
2022 年 8 月 23 日,0
2022 年 8 月 24 日,0
2022 年 8 月 25 日,0
2022 年 8 月 26 日,0
2022 年 8 月 27 日,0
2022 年 8 月 28 日,0
2022 年 8 月 29 日,0
2022 年 8 月 30 日,0
2022 年 8 月 31 日,0
2022 年 9 月 1 日,0
2022 年 9 月 2 日,0.05546197266785503
2022 年 9 月 3 日,0
2022 年 9 月 4 日,0
2022 年 9 月 5 日,0
2022 年 9 月 6 日,0
2022 年 9 月 7 日,0
2022 年 9 月 8 日,0
2022 年 9 月 9 日,0
2022 年 9 月 10 日,0
2022 年 9 月 11 日,0
2022 年 9 月 12 日,0
2022 年 9 月 13 日,0
2022 年 9 月 14 日,0
2022 年 9 月 15 日,0
2022 年 9 月 16 日,0
2022 年 9 月 17 日,0
2022 年 9 月 18 日,0
2022 年 9 月 19 日,0.10804288796310071
2022 年 9 月 20 日,0
2022 年 9 月 21 日,0
2022 年 9 月 22 日,0
2022 年 9 月 23 日,0
2022 年 9 月 24 日,0.06259275731878469
2022 年 9 月 25 日,0
2022 年 9 月 26 日,0
2022 年 9 月 27 日,0
2022 年 9 月 28 日,0
2022 年 9 月 29 日,0
2022 年 9 月 30 日,0
2022 年 10 月 1 日,0
2022 年 10 月 2 日,0
2022 年 10 月 3 日,0.10073660714285715
2022 年 10 月 4 日,0
2022 年 10 月 5 日,-0.012809719215969215
2022 年 10 月 6 日,0
2022 年 10 月 7 日,0.08414894774609434
2022 年 10 月 8 日,0.09219804123269464
2022 年 10 月 9 日,0
2022 年 10 月 10 日,0
2022 年 10 月 11 日,0
2022 年 10 月 12 日,0
2022 年 10 月 13 日,0
2022 年 10 月 14 日,0
2022 年 10 月 15 日,0
2022 年 10 月 16 日,0
2022 年 10 月 17 日,0
2022 年 10 月 18 日,0
2022 年 10 月 19 日,0
2022 年 10 月 20 日,0
2022 年 10 月 21 日,0
2022 年 10 月 22 日,0
2022 年 10 月 23 日,0
2022 年 10 月 24 日,0
2022 年 10 月 25 日,0
2022 年 10 月 26 日,0
2022 年 10 月 27 日,0
2022 年 10 月 28 日,0
2022 年 10 月 29 日,0
2022 年 10 月 30 日,0
2022 年 10 月 31 日,0
2022 年 11 月 1 日,0
2022 年 11 月 2 日,0
2022 年 11 月 3 日,0
2022 年 11 月 4 日,0
2022 年 11 月 5 日,0
2022 年 11 月 6 日,0
2022 年 11 月 7 日,0
2022 年 11 月 8 日,0
2022 年 11 月 9 日,0
2022 年 11 月 10 日,0
2022 年 11 月 11 日,0
2022 年 11 月 12 日,0
2022 年 11 月 13 日,0
2022 年 11 月 14 日,0
2022 年 11 月 15 日,0
2022 年 11 月 16 日,0
2022 年 11 月 17 日,0
2022 年 11 月 18 日,0
2022 年 11 月 19 日,0
2022 年 11 月 20 日,0
2022 年 11 月 21 日,0
2022 年 11 月 22 日,0
2022 年 11 月 23 日,0
2022 年 11 月 24 日,0
2022 年 11 月 25 日,0
2022 年 11 月 26 日,0
2022 年 11 月 27 日,0
2022 年 11 月 28 日,0.08571428571428573
2022 年 11 月 29 日,0
2022 年 11 月 30 日,0
2022 年 12 月 1 日,0
2022 年 12 月 2 日,0
2022 年 12 月 3 日,0
2022 年 12 月 4 日,0
2022 年 12 月 5 日,0
2022 年 12 月 6 日,0
2022 年 12 月 7 日,0
2022 年 12 月 8 日,0.08793103448275863
2022 年 12 月 9 日,0
2022 年 12 月 10 日,0
2022 年 12 月 11 日,0
2022 年 12 月 12 日,0
2022 年 12 月 13 日,0
2022 年 12 月 14 日,0
2022 年 12 月 15 日,0
2022 年 12 月 16 日,0
2022 年 12 月 17 日,0
2022 年 12 月 18 日,0
2022 年 12 月 19 日,0
2022 年 12 月 20 日,0
2022 年 12 月 21 日,0
2022 年 12 月 22 日,0
2022 年 12 月 23 日,0
2022 年 12 月 24 日,0
2022 年 12 月 25 日,0
