2022 年 2 月 21 日,0
2022 年 2 月 22 日,0
2022 年 2 月 23 日,0
2022 年 2 月 24 日,0
2022 年 2 月 25 日,0.008633791619902733
2022 年 2 月 26 日,0.008674202941819134
2022 年 2 月 27 日,0
2022 年 2 月 28 日,0
2022 年 3 月 1 日,0
2022 年 3 月 2 日,0
2022 年 3 月 3 日,0
2022 年 3 月 4 日,0
2022 年 3 月 5 日,0
2022 年 3 月 6 日,0
2022 年 3 月 7 日,0.03623986828774064
2022 年 3 月 8 日,0
2022 年 3 月 9 日,0
2022 年 3 月 10 日,0
2022 年 3 月 11 日,0.13056837966052393
2022 年 3 月 12 日,0
2022 年 3 月 13 日,0
2022 年 3 月 14 日,0.022380774962742177
2022 年 3 月 15 日,0.05726708575112832
2022 年 3 月 16 日,0
2022 年 3 月 17 日,0
2022 年 3 月 18 日,0.01017316017316018
2022 年 3 月 19 日,0
2022 年 3 月 20 日,0
2022 年 3 月 21 日,0
2022 年 3 月 22 日,0
2022 年 3 月 23 日,0.01017316017316018
2022 年 3 月 24 日,0.06070494939332966
2022 年 3 月 25 日,0
2022 年 3 月 26 日,0
2022 年 3 月 27 日,0
2022 年 3 月 28 日,0
2022 年 3 月 29 日,0
2022 年 3 月 30 日,0
2022 年 3 月 31 日,0
2022 年 4 月 1 日,0
2022 年 4 月 2 日,0
2022 年 4 月 3 日,0
2022 年 4 月 4 日,0
2022 年 4 月 5 日,0
2022 年 4 月 6 日,0
2022 年 4 月 7 日,0
2022 年 4 月 8 日,0
2022 年 4 月 9 日,0
2022 年 4 月 10 日,0
2022 年 4 月 11 日,0
2022 年 4 月 12 日,0
2022 年 4 月 13 日,0
2022 年 4 月 14 日,0
2022 年 4 月 15 日,0.010409407665505228
2022 年 4 月 16 日,0
2022 年 4 月 17 日,0
2022 年 4 月 18 日,0
2022 年 4 月 19 日,0
2022 年 4 月 20 日,0
2022 年 4 月 21 日,0
2022 年 4 月 22 日,0
2022 年 4 月 23 日,0
2022 年 4 月 24 日,0
2022 年 4 月 25 日,0
2022 年 4 月 26 日,0
2022 年 4 月 27 日,0.04573313489279885
2022 年 4 月 28 日,-0.057916666666666665
2022 年 4 月 29 日,0.032194205716932996
2022 年 4 月 30 日,0
2022 年 5 月 1 日,0
2022 年 5 月 2 日,-0.04915824915824916
2022 年 5 月 3 日,-0.007647907647907644
2022 年 5 月 4 日,0.0394080162736879
2022 年 5 月 5 日,0.014185429954660723
2022 年 5 月 6 日,0.0765597147950089
2022 年 5 月 7 日,0
2022 年 5 月 8 日,0
2022 年 5 月 9 日,0
